date,views,difference
2018-08-27,2848144306,19492985
2018-08-29,2863182204,15037898
2018-08-31,2877911905,14729701
2018-09-01,2885780685,7868780
2018-09-03,2902437259,16656574
2018-09-05,2916742396,14305137
2018-09-07,2930782937,14040541
2018-09-09,2946459592,15676655
2018-09-11,2961864769,15405177
2018-09-13,2976537907,14673138
2018-09-15,2992138798,15600891
2018-09-17,3009502586,17363788
2018-09-18,3018554347,9051761
2018-09-19,3023559225,5004878
2018-09-21,3035692835,12133610
2018-09-23,3051231857,15539022
2018-09-25,3065912782,14680925
2018-09-27,3079148615,13235833
2018-09-29,3093298245,14149630
2018-10-01,3109105547,15807302
2018-10-03,3122016484,12910937
2018-10-05,3141279756,19263272
2018-10-07,3150551204,9271448
2018-10-09,3165032043,14480839
2018-10-11,3178009086,12977043
2018-10-13,3192272289,14263203
2018-10-15,3208212282,15939993
2018-10-17,3220443058,12230776
2018-10-19,3232700469,12257411
2018-10-21,3248469719,15769250
2018-10-22,3261245084,12775365
2018-10-23,3263444737,2199653
2018-10-25,3277482511,14037774
2018-10-27,3291684499,14201988
2018-10-29,3307583955,15899456
2018-10-31,3322742315,15158360
2018-11-01,3329693150,6950835
2018-11-02,3342163450,12470300
2018-11-04,3359626979,17463529
2018-11-07,3374173416,14546437
2018-11-08,3385179484,11006068
2018-11-09,3386656523,1477039
2018-11-11,3403124532,16468009
2018-11-12,3425163846,22039314
2018-11-13,3427253863,2090017
2018-11-15,3472360922,45107059
2018-11-17,3506434645,34073723
2018-11-19,3540686376,34251731
2018-11-21,3566031740,25345364
2018-11-23,3592388449,26356709
2018-11-25,3624590794,32202345
2018-11-26,3644577981,19987187
2018-11-27,3655537116,10959135
2018-11-29,3680429069,24891953
2018-12-01,3703969530,23540461
2018-12-03,3735555922,31586392
2018-12-05,3758208564,22652642
2018-12-07,3780668745,22460181
2018-12-09,3806297220,25628475
2018-12-11,3832814488,26517268
2018-12-13,3854031320,21216832
2018-12-15,3875685725,21654405
2018-12-17,3899861808,24176083
2018-12-19,3921466555,21604747
2018-12-21,3943245327,21778772
2018-12-23,3965582825,22337498
2018-12-25,3986257907,20675082
2018-12-27,4011283656,25025749
2018-12-29,4040379080,29095424
2018-12-31,4067037466,26658386
2019-01-01,4080140757,13103291
2019-01-03,4102886491,22745734
2019-01-05,4125375107,22488616
2019-01-07,4150876047,25500940
2019-01-09,4170636449,19760402
2019-01-11,4190264020,19627571
2019-01-13,4214891592,24627572
2019-01-15,4238407495,23515903
2019-01-17,4263113579,24706084
2019-01-19,4288145153,25031574
2019-01-21,4315066907,26921754
2019-01-23,4336389550,21322643
2019-01-25,4357280202,20890652
2019-01-27,4381846750,24566548
2019-01-29,4404036799,22190049
2019-01-31,4424304436,20267637
2019-02-01,4434607290,10302854
2019-02-03,4458845888,24238598
2019-02-05,4482348158,23502270
2019-02-07,4504195789,21847631
2019-02-09,4525894661,21698872
2019-02-11,4552162535,26267874
2019-02-13,4573748110,21585575
2019-02-15,4594854912,21106802
2019-02-17,4619865547,25010635
2019-02-19,4642187809,22322262
2019-02-21,4661963259,19775450
2019-02-23,4681155144,19191885
2019-02-25,4703913754,22758610
2019-02-27,4721895304,17981550
2019-03-01,4740550012,18654708
2019-03-03,4763405832,22855820
2019-03-05,4783496922,20091090
2019-03-06,4791884095,8387173
2019-03-07,4800629142,8745047
2019-03-09,4817581839,16952697
2019-03-11,4837785638,20203799
2019-03-13,4853120900,15335262
2019-03-15,4869451335,16330435
2019-03-17,4887494248,18042913
2019-03-19,4908218179,20723931
2019-03-21,4924397643,16179464
2019-03-23,4940964079,16566436
2019-03-24,4955908898,14944819
2019-03-25,4959582648,3673750
2019-03-27,4974631959,15049311
2019-03-29,4990343554,15711595
2019-03-31,5008032658,17689104
2019-04-01,5018286716,10254058
2019-04-03,5045649538,27362822
2019-04-05,5108767758,63118220
2019-04-06,5227957199,119189441
2019-04-07,5243810155,15852956
2019-04-09,5328491972,84681817
2019-04-11,5393203382,64711410
2019-04-13,5446565583,53362201
2019-04-15,5503196589,56631006
2019-04-17,5550000055,46803466
2019-04-19,5592495834,42495779
2019-04-23,5673705465,81209631
2019-04-25,5707159921,33454456
2019-04-27,5740198169,33038248
2019-04-29,5779277302,39079133
2019-05-01,5810717680,31440378
2019-05-03,5843159977,32442297
2019-05-05,5881263937,38103960
2019-05-07,5911994430,30730493
2019-05-09,5937521206,25526776
2019-05-11,5966246333,28725127
2019-05-13,5999194114,32947781
2019-05-15,6026425461,27231347
2019-05-17,6053867764,27442303
2019-05-18,6069920160,16052396
2019-05-19,6086611543,16691383
2019-05-20,6104764782,18153239
2019-05-21,6118669587,13904805
2019-05-22,6131317048,12647461
2019-05-23,6144285990,12968942
2019-05-24,6157379161,13093171
2019-05-25,6170615106,13235945
2019-05-26,6180710602,10095496
2019-05-27,6199395319,18684717
2019-05-28,6211666648,12271329
2019-05-29,6224361084,12694436
2019-05-30,6237090736,12729652
2019-05-31,6250070793,12980057
2019-06-01,6262898137,12827344
2019-06-02,6277386423,14488286
2019-06-03,6289809131,12422708
2019-06-04,6301985983,12176852
2019-06-05,6313654278,11668295
2019-06-06,6325513089,11858811
2019-06-07,6337115861,11602772
2019-06-08,6349308706,12192845
2019-06-09,6362717437,13408731
2019-06-10,6375623593,12906156
2019-06-11,6395441812,19818219
2019-06-12,6398479018,3037206
2019-06-13,6410269479,11790461
2019-06-14,6422161636,11892157
2019-06-15,6434809793,12648157
2019-06-16,6449536407,14726614
2019-06-17,6462347808,12811401
2019-06-18,6473455181,11107373
2019-06-19,6484576100,11120919
2019-06-20,6496135045,11558945
2019-06-21,6508167567,12032522
2019-06-22,6519773712,11606145
2019-06-23,6532977295,13203583
2019-06-24,6547366094,14388799
2019-06-25,6557783634,10417540
2019-06-26,6568585778,10802144
2019-06-27,6579397626,10811848
2019-06-28,6590832057,11434431
2019-06-29,6564581574,-26250483
2019-06-30,6564581574,0
2019-07-01,6564581574,0
2019-07-02,6564581574,0
2019-07-03,6564581574,0
2019-07-04,6564581574,0
2019-07-05,6696278115,131696541
2019-07-06,6696278115,0
2019-07-07,6719897554,23619439
2019-07-08,6731156278,11258724
2019-07-09,6743625632,12469354
2019-07-10,6743625632,0
2019-07-11,6743625632,0
2019-07-12,6743625632,0
2019-07-13,6743625632,0
2019-07-14,6743625632,0
2019-07-15,6743625632,0
2019-07-16,6821131142,77505510
2019-07-17,6821131142,0
2019-07-18,6821131142,0
2019-07-19,6821131142,0
2019-07-20,6821131142,0
2019-07-21,6821131142,0
2019-07-22,6884507126,63375984
2019-07-23,6896144821,11637695
2019-07-24,6896144821,0
2019-07-25,6916626489,20481668
2019-07-26,6928667665,12041176
2019-07-27,6936148797,7481132
2019-07-28,6936148797,0
2019-07-29,6968263463,32114666
2019-07-31,6980284164,12020701
2019-08-01,6980284164,0
2019-08-02,6980284164,0
2019-08-03,6980284164,0
2019-08-04,6980284164,0
2019-08-05,7040931836,60647672
2019-08-06,7041181134,249298
2019-08-07,7051241768,10060634
2019-08-08,7069117075,17875307
2019-08-09,7079918821,10801746
2019-08-10,7080158177,239356
2019-08-11,7091875197,11717020
2019-08-12,7115526755,23651558
2019-08-13,7126293109,10766354
2019-08-14,7126522092,228983
2019-08-15,7126522092,0
2019-08-16,7126522092,0
2019-08-17,7163742840,37220748
2019-08-18,7173313950,9571110
2019-08-19,7184386576,11072626
2019-08-20,7195812172,11425596
2019-08-21,7203953029,8140857
2019-08-22,7213131274,9178245
2019-08-23,7213131274,0
2019-08-24,7231250426,18119152
2019-08-25,7231250426,0
2019-08-26,7251366446,20116020
2019-08-27,7261345310,9978864
2019-08-28,7269588246,8242936
2019-08-29,7277606562,8018316
2019-08-30,7286295362,8688800
2019-08-31,7295140589,8845227
2019-09-01,7304847130,9706541
2019-09-02,7314986751,10139621
2019-09-03,7324775333,9788582
2019-09-04,7333026709,8251376
2019-09-05,7340579303,7552594
2019-09-06,7349092454,8513151
2019-09-07,7349092454,0
2019-09-08,7365727202,16634748
2019-09-09,7374898242,9171040
2019-09-10,7374898242,0
2019-09-11,7391429574,16531332
2019-09-18,7390057736,-1371838
2019-09-19,7394398526,4340790
2019-09-20,7401327100,6928574
2019-09-21,7408930137,7603037
2019-09-22,7418100318,9170181
2019-09-23,7426426532,8326214
2019-09-24,7432787674,6361142
2019-09-25,7439279278,6491604
2019-09-26,7446057413,6778135
2019-09-27,7452857348,6799935
2019-09-28,7523111062,70253714
2019-09-29,7530900616,7789554
2019-09-30,7539989316,9088700
2019-10-01,7549764425,9775109
2019-10-02,7556466148,6701723
2019-10-03,7562813490,6347342
2019-10-04,7569627904,6814414
2019-10-05,7576578582,6950678
2019-10-06,7584057657,7479075
2019-10-07,7592609407,8551750
2019-10-08,7592609407,0
2019-10-09,7600458587,7849180
2019-10-10,7606637195,6178608
2019-10-11,7612941399,6304204
2019-10-12,7619649466,6708067
2019-10-13,7633038066,13388600
2019-10-14,7640880218,7842152
2019-10-15,7648404733,7524515
2019-10-16,7648404733,0
2019-10-17,7654589941,6185208
2019-10-18,7660537677,5947736
2019-10-19,7666539089,6001412
2019-10-20,7673664783,7125694
2019-10-21,7681135529,7470746
2019-10-22,7689131925,7996396
2019-10-23,7696736708,7604783
2019-10-24,7709740540,13003832
2019-10-25,7716004482,6263942
2019-10-26,7722942468,6937986
2019-10-27,7730178180,7235712
2019-10-28,7738269149,8090969
2019-10-29,7738269149,0
2019-10-30,7746066404,7797255
2019-10-31,7752437379,6370975
2019-11-01,7758264040,5826661
2019-11-02,7770741331,12477291
2019-11-03,7777611954,6870623
2019-11-04,7785514381,7902427
2019-11-05,7792825292,7310911
2019-11-06,7798676256,5850964
2019-11-07,7798676256,0
2019-11-08,7804584504,5908248
2019-11-09,7810337150,5752646
2019-11-10,7816527092,6189942
2019-11-11,7831543626,15016534
2019-11-12,7839247199,7703573
2019-11-13,7847724939,8477740
2019-11-14,7854852803,7127864
2019-11-15,7861436511,6583708
2019-11-16,7861436511,0
2019-11-17,7867763088,6326577
2019-11-18,7882576296,14813208
2019-11-19,7889732324,7156028
2019-11-20,7895479270,5746946
2019-11-21,7895479270,0
2019-11-22,7901190730,5711460
2019-11-23,7913009149,11818419
2019-11-24,7919492041,6482892
2019-11-25,7927023290,7531249
2019-11-26,7927023290,0
2019-11-27,7933957079,6933789
2019-11-28,7944788865,10831786
2019-11-29,7950582596,5793731
2019-11-30,7950582596,0
2019-12-01,7956485629,5903033
2019-12-10,8013295772,56810143
2019-12-11,8025549681,12253909
2019-12-13,8037583499,12033818
2019-12-14,8037583499,0
2019-12-15,8049748586,12165087
2019-12-16,8056836536,7087950
2019-12-17,8056836536,0
2019-12-18,8069072105,12235569
2019-12-19,8069072105,0
2019-12-20,8083828961,14756856
2019-12-21,8091341569,7512608
2019-12-22,8098283360,6941791
2019-12-24,8112612931,14329571
2019-12-26,8125959614,13346683
2019-12-27,8132558419,6598805
2019-12-28,8138998441,6440022
2019-12-29,8146018935,7020494
2019-12-31,8159738806,13719871
2020-01-03,8180775369,21036563
2020-01-04,8186596686,5821317
2020-01-06,8199618972,13022286
2020-01-10,8218100400,18481428
2020-01-11,8229802663,11702263
2020-01-13,8243333289,13530626
2020-01-17,8267739770,24406481
2020-01-18,8276543253,8803483
2020-01-19,8284390550,7847297
2020-01-20,8292303568,7913018
2020-01-21,8299890445,7586877
2020-01-23,8312697706,12807261
2020-01-24,8319313434,6615728
2020-01-25,8325954359,6640925
2020-01-27,8340547009,14592650
2020-01-29,8353193163,12646154
2020-01-31,8365007018,11813855
2020-02-01,8371102958,6095940
2020-02-02,8377241886,6138928
2020-02-03,8384501965,7260079
2020-02-04,8391122390,6620425
2020-02-06,8402393072,11270682
2020-02-09,8421075916,18682844
2020-02-10,8428552765,7476849
2020-02-11,8428552765,0
2020-02-12,8435222569,6669804
2020-02-13,8446656650,11434081
2020-02-16,8464953391,18296741
2020-02-18,8478715202,13761811
2020-02-20,8489501973,10786771
2020-02-21,8494917036,5415063
2020-02-22,8500557010,5639974
2020-02-24,8513445581,12888571
2020-02-25,8520035838,6590257
2020-02-26,8526880721,6844883
2020-02-29,8544960157,18079436
2020-03-02,8558125270,13165113
2020-03-04,8569788621,11663351
2020-03-06,8581192527,11403906
2020-03-07,8586943240,5750713
2020-03-10,8607680808,20737568
2020-03-11,8613342068,5661260
2020-03-13,8631473440,18131372
2020-03-14,8631473440,0
2020-03-15,8638140320,6666880
2020-03-16,8645317935,7177615
2020-03-17,8652117625,6799690
2020-03-18,8658831088,6713463
2020-03-19,8665644479,6813391
2020-03-20,8672500504,6856025
2020-03-21,8680938769,8438265
2020-03-22,8687364407,6425638
2020-03-23,8694756940,7392533
2020-03-24,8708579677,13822737
2020-03-25,8708826580,246903
2020-03-26,8716234504,7407924
2020-03-27,8723401462,7166958
2020-03-31,8753127689,29726227
2020-04-01,8760400476,7272787
2020-04-02,8768052629,7652153
2020-04-03,8775552998,7500369
2020-04-04,8783320049,7767051
2020-04-05,8790980774,7660725
2020-04-06,8792484137,1503363
2020-04-07,8800164058,7679921
2020-04-08,8807916767,7752709
2020-04-09,8814704356,6787589
2020-04-10,8825346177,10641821
2020-04-11,8835597490,10251313
2020-04-12,8838263006,2665516
2020-04-13,8855419284,17156278
2020-04-14,8855419284,0
2020-04-15,8863685437,8266153
2020-04-16,8872244236,8558799
2020-04-17,8881031960,8787724
2020-04-18,8892133539,11101579
2020-04-19,8902135140,10001601
2020-04-20,8911199504,9064364
2020-04-21,8918906397,7706893
2020-04-22,8927948135,9041738
2020-04-23,8936248406,8300271
2020-04-24,8944616448,8368042
2020-04-25,8953180673,8564225
2020-04-26,8961492515,8311842
2020-04-27,8969799029,8306514
2020-04-28,8977278262,7479233
2020-04-29,8985171054,7892792
2020-04-30,8993223959,8052905
2020-05-01,9000900920,7676961
2020-05-02,9009745545,8844625
2020-05-03,9020143162,10397617
2020-05-04,9029175933,9032771
2020-05-05,9038077861,8901928
2020-05-06,9047072594,8994733
2020-05-07,9055943697,8871103
2020-05-08,9064842161,8898464
2020-05-09,9074162961,9320800
2020-05-10,9083499947,9336986
2020-05-11,9092628790,9128843
2020-05-12,9109710177,17081387
2020-05-13,9110047854,337677
2020-05-14,9118734458,8686604
2020-05-15,9127527307,8792849
2020-05-16,9136205844,8678537
2020-05-17,9145001669,8795825
2020-05-18,9154019052,9017383
2020-05-19,9162373858,8354806
2020-05-20,9171295364,8921506
2020-05-21,9179637717,8342353
2020-05-22,9188423612,8785895
2020-05-23,9196814947,8391335
2020-05-24,9206348918,9533971
2020-05-25,9206348918,0
2020-05-26,9223085917,16736999
2020-05-27,9231402438,8316521
2020-05-28,9240052951,8650513
2020-05-29,9248443796,8390845
2020-05-30,9257769656,9325860
2020-05-31,9257769656,0
2020-06-01,9257769656,0
2020-06-02,9286113661,28344005
2020-06-03,9295283141,9169480
2020-06-04,9304220153,8937012
2020-06-05,9313309083,9088930
2020-06-06,9322384757,9075674
2020-06-07,9331592086,9207329
2020-06-08,9340811529,9219443
2020-06-09,9349216506,8404977
2020-06-10,9358053467,8836961
2020-06-11,9367189002,9135535
2020-06-12,9376401754,9212752
2020-06-13,9385828121,9426367
2020-06-14,9395655263,9827142
2020-06-15,9413534152,17878889
2020-06-16,9419030131,5495979
2020-06-17,9429609134,10579003
2020-06-18,9439989220,10380086
2020-06-19,9450788812,10799592
2020-06-20,9519815155,69026343
2020-06-21,9543569172,23754017
2020-06-22,9543569172,0
2020-06-23,9586320801,42751629
2020-06-24,9600866342,14545541
2020-06-25,9601402071,535729
2020-06-26,9627517962,26115891
2020-06-27,9646433917,18915955
2020-06-28,9823630383,177196466
2020-06-29,9823630383,0
2020-06-30,9872270812,48640429
2020-07-03,10003681289,131410477
2020-07-04,10032762634,29081345
2020-07-08,10135188565,102425931
2020-07-09,10135188565,0
2020-07-10,10198885565,63697000
2020-07-11,10225366512,26480947
2020-07-12,10253085792,27719280
2020-07-13,10253085792,0
2020-07-14,10282626862,29541070
2020-07-15,10339487244,56860382
2020-07-16,10363942369,24455125
2020-07-17,10363942369,0
2020-07-18,10409015617,45073248
2020-07-19,10436207142,27191525
2020-07-20,10463388416,27181274
2020-07-21,10463388416,0
2020-07-22,10487668752,24280336
2020-07-23,10509826283,22157531
2020-07-24,10552474708,42648425
2020-07-25,10574953050,22478342
2020-07-26,10598023411,23070361
2020-07-27,10598023411,0
2020-07-28,10622161973,24138562
2020-07-29,10664974027,42812054
2020-07-30,10685882463,20908436
2020-07-31,10685882463,0
